id,Time_spent_Alone,Stage_fear,Social_event_attendance,Going_outside,Drained_after_socializing,Friends_circle_size,Post_frequency,Personality
441,4.0,No,5.0,5.0,No,12.0,10.0,Extrovert
442,11.0,Yes,0.0,3.0,Yes,2.0,0.0,Introvert
443,4.0,Yes,1.0,7.0,Yes,2.0,7.0,Extrovert
444,1.0,No,6.0,6.0,No,13.0,,Extrovert
445,2.0,No,4.0,5.0,No,12.0,10.0,Extrovert
446,3.0,No,7.0,6.0,,10.0,7.0,Extrovert
447,4.0,No,6.0,5.0,No,8.0,4.0,Extrovert
448,2.0,No,9.0,3.0,No,10.0,3.0,Extrovert
449,9.0,Yes,0.0,0.0,,2.0,1.0,Introvert
450,2.0,,3.0,3.0,No,4.0,6.0,Extrovert
451,3.0,No,6.0,6.0,No,8.0,10.0,Extrovert
452,,Yes,2.0,0.0,Yes,0.0,1.0,Introvert
453,0.0,No,3.0,4.0,No,6.0,6.0,Extrovert
454,3.0,No,,5.0,No,6.0,3.0,Extrovert
455,1.0,No,9.0,7.0,No,12.0,6.0,Extrovert
456,0.0,No,3.0,6.0,No,4.0,5.0,Extrovert
457,4.0,Yes,2.0,2.0,Yes,0.0,2.0,Introvert
458,3.0,No,,7.0,No,8.0,6.0,Extrovert
459,2.0,No,,5.0,No,6.0,8.0,Extrovert
460,2.0,No,9.0,4.0,No,14.0,4.0,Extrovert
461,2.0,No,5.0,7.0,No,12.0,5.0,Extrovert
462,5.0,Yes,0.0,,Yes,2.0,2.0,Introvert
463,2.0,No,8.0,6.0,No,11.0,7.0,Extrovert
464,7.0,Yes,1.0,0.0,Yes,15.0,2.0,Introvert
465,4.0,No,4.0,7.0,No,10.0,4.0,Extrovert
466,2.0,No,10.0,6.0,No,9.0,9.0,Extrovert
467,3.0,,9.0,5.0,No,7.0,8.0,Extrovert
468,10.0,,3.0,0.0,Yes,,,Introvert
469,3.0,No,5.0,5.0,No,5.0,,Extrovert
470,11.0,Yes,1.0,,Yes,2.0,1.0,Introvert
471,6.0,Yes,,,Yes,1.0,2.0,Introvert
472,6.0,Yes,2.0,1.0,Yes,5.0,,Introvert
473,1.0,No,6.0,5.0,No,14.0,7.0,Extrovert
474,1.0,No,9.0,6.0,No,13.0,8.0,Extrovert
475,0.0,No,4.0,7.0,No,9.0,5.0,Extrovert
476,4.0,No,9.0,7.0,No,11.0,8.0,Extrovert
477,1.0,No,7.0,7.0,No,4.0,7.0,Extrovert
478,3.0,No,7.0,5.0,No,,5.0,Extrovert
479,1.0,No,5.0,4.0,No,13.0,4.0,Extrovert
480,9.0,Yes,4.0,2.0,Yes,3.0,2.0,Introvert
481,3.0,No,7.0,4.0,No,11.0,4.0,Extrovert
482,1.0,No,4.0,7.0,No,4.0,3.0,Extrovert
483,2.0,No,9.0,7.0,No,4.0,7.0,Extrovert
484,0.0,No,8.0,6.0,No,6.0,9.0,Extrovert
485,1.0,No,9.0,,No,9.0,3.0,Extrovert
486,1.0,,9.0,5.0,No,10.0,7.0,Extrovert
487,7.0,Yes,1.0,2.0,Yes,5.0,3.0,Introvert
488,1.0,No,4.0,3.0,No,7.0,6.0,Extrovert
489,0.0,No,9.0,5.0,No,5.0,8.0,Extrovert
490,0.0,,4.0,3.0,No,14.0,,Extrovert
491,5.0,Yes,3.0,1.0,Yes,5.0,1.0,Introvert
492,2.0,,6.0,5.0,No,12.0,3.0,Extrovert
493,7.0,Yes,3.0,2.0,Yes,4.0,1.0,Introvert
494,,No,9.0,3.0,No,14.0,4.0,Extrovert
495,7.0,,,1.0,Yes,2.0,2.0,Introvert
496,5.0,Yes,2.0,2.0,Yes,3.0,1.0,Introvert
497,1.0,No,8.0,4.0,No,3.0,8.0,Extrovert
498,11.0,Yes,3.0,,Yes,3.0,1.0,Introvert
499,1.0,No,6.0,5.0,No,5.0,7.0,Extrovert
500,1.0,No,6.0,7.0,No,6.0,4.0,Extrovert
501,9.0,Yes,0.0,3.0,Yes,4.0,0.0,Introvert
502,0.0,,9.0,5.0,No,9.0,3.0,Extrovert
503,11.0,Yes,1.0,2.0,,3.0,1.0,Extrovert
504,3.0,No,10.0,7.0,No,7.0,8.0,Extrovert
505,2.0,No,9.0,5.0,No,8.0,9.0,Extrovert
506,3.0,No,9.0,4.0,No,6.0,,Extrovert
507,5.0,Yes,0.0,2.0,Yes,4.0,,Introvert
508,3.0,No,5.0,,No,11.0,7.0,Extrovert
509,,No,7.0,5.0,No,9.0,9.0,Extrovert
510,1.0,No,5.0,5.0,No,11.0,9.0,Extrovert
511,5.0,Yes,,0.0,Yes,0.0,0.0,Introvert
512,,No,9.0,6.0,No,11.0,8.0,Extrovert
513,2.0,No,4.0,4.0,No,11.0,,Extrovert
514,11.0,,2.0,0.0,,5.0,0.0,Introvert
515,3.0,No,4.0,3.0,No,7.0,6.0,Extrovert
516,3.0,No,7.0,5.0,No,3.0,4.0,Extrovert
517,1.0,No,,5.0,No,7.0,7.0,Extrovert
518,11.0,Yes,1.0,1.0,Yes,4.0,3.0,Extrovert
519,2.0,No,7.0,4.0,No,11.0,4.0,Extrovert
520,6.0,Yes,0.0,3.0,Yes,5.0,,Introvert
521,0.0,No,4.0,4.0,No,10.0,10.0,Extrovert
522,1.0,No,5.0,4.0,No,8.0,,Extrovert
523,1.0,No,4.0,7.0,No,5.0,7.0,Extrovert
524,2.0,No,9.0,6.0,No,15.0,4.0,Extrovert
525,3.0,No,3.0,5.0,No,8.0,6.0,Extrovert
526,3.0,No,8.0,,No,15.0,6.0,Extrovert
527,0.0,No,5.0,4.0,No,12.0,7.0,Extrovert
528,4.0,Yes,2.0,3.0,Yes,1.0,0.0,Introvert
529,,Yes,0.0,2.0,Yes,4.0,2.0,Introvert
530,3.0,No,10.0,5.0,No,6.0,3.0,Extrovert
531,3.0,No,9.0,6.0,,5.0,3.0,Extrovert
532,1.0,No,5.0,4.0,No,,3.0,Extrovert
533,2.0,,9.0,4.0,No,6.0,6.0,Extrovert
534,4.0,No,9.0,4.0,No,10.0,3.0,Extrovert
535,1.0,No,,5.0,No,14.0,8.0,Extrovert
536,11.0,Yes,0.0,3.0,Yes,0.0,2.0,Introvert
537,0.0,No,6.0,5.0,No,6.0,9.0,Extrovert
538,3.0,No,8.0,3.0,No,7.0,8.0,Extrovert
539,2.0,No,5.0,6.0,No,15.0,8.0,Extrovert
540,,,0.0,2.0,Yes,4.0,0.0,Introvert
541,7.0,Yes,2.0,2.0,,3.0,1.0,Introvert
542,1.0,,6.0,6.0,No,9.0,4.0,Extrovert
543,0.0,No,7.0,6.0,No,15.0,,Extrovert
544,8.0,,2.0,,Yes,5.0,1.0,Introvert
545,6.0,Yes,2.0,2.0,,4.0,0.0,Introvert
546,4.0,Yes,3.0,1.0,Yes,,2.0,Introvert
547,2.0,No,10.0,6.0,No,10.0,6.0,Introvert
548,5.0,Yes,0.0,,Yes,2.0,,Introvert
549,10.0,Yes,0.0,,Yes,4.0,,Introvert
550,1.0,No,5.0,6.0,No,,3.0,Extrovert
551,4.0,Yes,0.0,0.0,Yes,5.0,0.0,Introvert
552,2.0,No,,4.0,No,5.0,4.0,Extrovert
553,3.0,No,5.0,4.0,No,6.0,7.0,Extrovert
554,4.0,No,4.0,5.0,No,6.0,10.0,Extrovert
555,2.0,No,8.0,5.0,No,8.0,3.0,Extrovert
556,6.0,Yes,2.0,1.0,Yes,4.0,1.0,Introvert
557,2.0,No,9.0,5.0,,11.0,,Extrovert
558,3.0,Yes,2.0,1.0,Yes,2.0,1.0,Extrovert
559,,Yes,2.0,0.0,Yes,8.0,0.0,Extrovert
560,10.0,,2.0,1.0,Yes,3.0,2.0,Introvert
561,1.0,No,9.0,4.0,No,13.0,4.0,Introvert
562,1.0,No,7.0,3.0,No,7.0,7.0,Extrovert
563,,No,6.0,3.0,No,10.0,5.0,Extrovert
564,10.0,Yes,2.0,3.0,Yes,5.0,1.0,Introvert
565,7.0,Yes,1.0,1.0,,3.0,0.0,Introvert
566,2.0,No,7.0,3.0,No,8.0,9.0,Extrovert
567,3.0,No,9.0,3.0,No,15.0,,Extrovert
568,0.0,No,8.0,5.0,No,15.0,6.0,Extrovert
569,1.0,No,5.0,3.0,No,8.0,8.0,Extrovert
570,3.0,No,,6.0,No,6.0,9.0,Extrovert
571,0.0,No,5.0,3.0,No,,6.0,Extrovert
572,2.0,No,5.0,6.0,No,10.0,6.0,Extrovert
573,0.0,No,8.0,7.0,No,10.0,4.0,Extrovert
574,2.0,,4.0,3.0,No,4.0,5.0,Extrovert
575,1.0,No,,5.0,No,11.0,5.0,Extrovert
576,7.0,Yes,3.0,2.0,Yes,,1.0,Introvert
577,11.0,,,1.0,Yes,5.0,2.0,Introvert
578,2.0,No,9.0,5.0,No,7.0,10.0,Extrovert
579,7.0,Yes,0.0,2.0,,3.0,1.0,Introvert
580,0.0,,8.0,6.0,No,14.0,9.0,Extrovert
581,0.0,No,4.0,5.0,No,15.0,5.0,Extrovert
582,6.0,Yes,3.0,1.0,,2.0,2.0,Introvert
583,10.0,,3.0,0.0,Yes,0.0,1.0,Introvert
584,1.0,No,8.0,3.0,No,14.0,4.0,Extrovert
585,,No,9.0,5.0,No,10.0,4.0,Extrovert
586,9.0,Yes,0.0,1.0,Yes,1.0,1.0,Introvert
587,3.0,No,4.0,4.0,No,7.0,4.0,Extrovert
588,1.0,No,,5.0,No,8.0,5.0,Extrovert
589,,No,6.0,7.0,No,7.0,4.0,Extrovert
590,,No,7.0,3.0,No,5.0,4.0,Extrovert
591,1.0,,8.0,5.0,No,,6.0,Extrovert
592,3.0,No,8.0,6.0,No,5.0,7.0,Extrovert
593,0.0,No,10.0,7.0,No,14.0,6.0,Extrovert
594,2.0,No,3.0,5.0,No,6.0,7.0,Extrovert
595,3.0,No,,7.0,No,11.0,8.0,Extrovert
596,2.0,No,7.0,3.0,,7.0,3.0,Extrovert
597,7.0,Yes,,1.0,Yes,3.0,0.0,Introvert
598,1.0,No,4.0,7.0,No,11.0,9.0,Extrovert
599,,No,4.0,6.0,No,11.0,3.0,Extrovert
600,4.0,No,8.0,5.0,No,15.0,4.0,Extrovert
601,3.0,No,4.0,3.0,No,12.0,5.0,Extrovert
602,2.0,,8.0,4.0,No,14.0,7.0,Extrovert
603,3.0,No,4.0,3.0,No,13.0,7.0,Extrovert
604,0.0,No,6.0,5.0,No,10.0,9.0,Extrovert
605,,No,6.0,6.0,No,12.0,5.0,Extrovert
606,3.0,No,8.0,4.0,No,13.0,7.0,Extrovert
607,6.0,Yes,0.0,0.0,Yes,4.0,,Introvert
608,1.0,No,,5.0,No,10.0,5.0,Extrovert
609,3.0,No,9.0,,No,10.0,8.0,Extrovert
610,1.0,No,5.0,5.0,No,7.0,10.0,Extrovert
611,4.0,No,9.0,4.0,No,7.0,9.0,Extrovert
612,,No,5.0,4.0,No,8.0,6.0,Extrovert
613,2.0,No,6.0,5.0,No,,5.0,Extrovert
614,7.0,Yes,,,Yes,1.0,0.0,Introvert
615,2.0,No,7.0,4.0,No,12.0,,Extrovert
616,2.0,No,3.0,5.0,No,4.0,2.0,Extrovert
617,3.0,No,6.0,4.0,No,4.0,6.0,Extrovert
618,,No,,3.0,No,8.0,5.0,Extrovert
619,2.0,No,4.0,3.0,No,13.0,5.0,Extrovert
620,1.0,No,6.0,5.0,No,6.0,5.0,Extrovert
621,9.0,,3.0,2.0,Yes,5.0,2.0,Introvert
622,0.0,No,8.0,4.0,No,13.0,10.0,Extrovert
623,0.0,No,5.0,3.0,No,11.0,3.0,Extrovert
624,0.0,No,9.0,5.0,No,8.0,5.0,Extrovert
625,3.0,No,3.0,4.0,No,10.0,9.0,Extrovert
626,5.0,Yes,0.0,3.0,Yes,0.0,2.0,Introvert
627,2.0,No,3.0,5.0,No,6.0,9.0,Extrovert
628,4.0,Yes,,,Yes,4.0,0.0,Introvert
629,3.0,,8.0,,No,11.0,7.0,Extrovert
630,2.0,,8.0,6.0,No,12.0,7.0,Extrovert
631,3.0,No,8.0,6.0,No,6.0,3.0,Extrovert
632,5.0,Yes,1.0,3.0,Yes,5.0,1.0,Introvert
633,2.0,,9.0,6.0,No,10.0,5.0,Extrovert
634,3.0,No,7.0,6.0,No,12.0,5.0,Extrovert
635,10.0,Yes,,2.0,Yes,5.0,2.0,Introvert
636,3.0,No,5.0,4.0,No,13.0,,Extrovert
637,2.0,No,6.0,,No,9.0,8.0,Extrovert
638,4.0,Yes,1.0,0.0,,5.0,1.0,Introvert
639,3.0,No,7.0,6.0,No,,3.0,Extrovert
640,3.0,No,7.0,5.0,No,15.0,4.0,Extrovert
641,0.0,No,6.0,3.0,No,8.0,8.0,Extrovert
642,3.0,No,4.0,5.0,No,12.0,5.0,Extrovert
643,2.0,No,8.0,3.0,No,11.0,4.0,Extrovert
644,3.0,No,8.0,4.0,,11.0,8.0,Extrovert
645,0.0,No,9.0,4.0,No,13.0,5.0,Extrovert
646,0.0,No,8.0,3.0,No,11.0,7.0,Extrovert
647,1.0,No,7.0,3.0,No,15.0,10.0,Extrovert
648,4.0,No,9.0,4.0,No,15.0,6.0,Extrovert
649,4.0,No,4.0,6.0,No,12.0,6.0,Extrovert
650,9.0,Yes,,2.0,Yes,3.0,1.0,Introvert
651,11.0,Yes,2.0,3.0,Yes,4.0,3.0,Extrovert
652,,No,5.0,6.0,No,13.0,9.0,Extrovert
653,3.0,No,5.0,,No,7.0,3.0,Extrovert
654,2.0,No,5.0,3.0,No,6.0,8.0,Extrovert
655,9.0,Yes,,0.0,Yes,3.0,1.0,Extrovert
656,2.0,No,,6.0,No,11.0,9.0,Extrovert
657,10.0,Yes,3.0,0.0,Yes,5.0,2.0,Introvert
658,2.0,No,4.0,3.0,No,5.0,7.0,Extrovert
659,1.0,No,,6.0,No,8.0,9.0,Extrovert
660,4.0,Yes,1.0,,Yes,4.0,0.0,Introvert
661,5.0,Yes,0.0,,Yes,4.0,2.0,Introvert
662,1.0,No,7.0,7.0,No,13.0,10.0,Extrovert
663,2.0,No,6.0,7.0,No,6.0,3.0,Extrovert
664,0.0,No,5.0,4.0,No,15.0,9.0,Extrovert
665,5.0,Yes,3.0,3.0,Yes,5.0,0.0,Introvert
666,0.0,No,6.0,5.0,No,15.0,7.0,Extrovert
667,2.0,No,8.0,5.0,No,4.0,9.0,Extrovert
668,3.0,No,6.0,,No,13.0,7.0,Extrovert
669,2.0,,4.0,7.0,No,12.0,7.0,Extrovert
670,1.0,No,6.0,4.0,No,10.0,8.0,Extrovert
671,1.0,No,6.0,3.0,No,10.0,4.0,Extrovert
672,1.0,No,6.0,5.0,No,,5.0,Extrovert
673,1.0,No,4.0,7.0,No,13.0,6.0,Extrovert
674,0.0,No,6.0,6.0,No,10.0,6.0,Extrovert
675,2.0,No,6.0,3.0,,10.0,3.0,Extrovert
676,4.0,No,4.0,4.0,No,6.0,8.0,Extrovert
677,6.0,,,0.0,Yes,3.0,0.0,Introvert
678,2.0,No,5.0,5.0,No,13.0,,Extrovert
679,5.0,Yes,0.0,3.0,Yes,2.0,1.0,Introvert
680,2.0,No,10.0,5.0,No,8.0,9.0,Extrovert
681,8.0,,0.0,0.0,Yes,5.0,0.0,Introvert
682,1.0,,7.0,6.0,No,6.0,3.0,Extrovert
683,6.0,Yes,,2.0,Yes,0.0,2.0,Introvert
684,0.0,No,9.0,7.0,No,11.0,9.0,Extrovert
685,2.0,No,4.0,6.0,No,15.0,8.0,Extrovert
686,3.0,No,4.0,3.0,No,8.0,9.0,Extrovert
687,,No,5.0,4.0,No,15.0,4.0,Extrovert
688,7.0,Yes,3.0,0.0,Yes,3.0,0.0,Introvert
689,1.0,No,5.0,7.0,No,9.0,6.0,Extrovert
690,8.0,,0.0,1.0,Yes,,1.0,Introvert
691,10.0,Yes,2.0,0.0,Yes,5.0,3.0,Introvert
692,2.0,,6.0,4.0,No,10.0,6.0,Extrovert
693,0.0,,9.0,4.0,No,8.0,9.0,Extrovert
694,,No,10.0,5.0,No,15.0,7.0,Extrovert
695,1.0,No,7.0,5.0,No,4.0,9.0,Extrovert
696,,No,3.0,5.0,No,7.0,4.0,Extrovert
697,0.0,No,9.0,4.0,No,13.0,3.0,Extrovert
698,2.0,No,3.0,4.0,No,4.0,5.0,Extrovert
699,6.0,Yes,2.0,3.0,,3.0,1.0,Introvert
700,10.0,,0.0,,Yes,5.0,1.0,Introvert
701,0.0,No,10.0,5.0,No,13.0,4.0,Extrovert
702,9.0,Yes,0.0,0.0,Yes,3.0,4.0,Introvert
703,4.0,Yes,0.0,,Yes,3.0,0.0,Introvert
704,1.0,,7.0,6.0,No,,9.0,Extrovert
705,6.0,Yes,0.0,1.0,Yes,,2.0,Introvert
706,3.0,No,6.0,6.0,No,12.0,7.0,Extrovert
707,6.0,Yes,0.0,1.0,Yes,1.0,2.0,Extrovert
708,2.0,No,8.0,5.0,No,8.0,,Extrovert
709,3.0,,7.0,3.0,No,8.0,9.0,Extrovert
710,2.0,No,6.0,7.0,No,6.0,6.0,Extrovert
711,3.0,,7.0,6.0,No,8.0,7.0,Extrovert
712,0.0,No,8.0,3.0,No,13.0,6.0,Extrovert
713,7.0,Yes,2.0,2.0,Yes,3.0,,Introvert
714,5.0,Yes,4.0,2.0,Yes,4.0,1.0,Extrovert
715,,Yes,1.0,0.0,Yes,5.0,0.0,Introvert
716,1.0,No,5.0,5.0,No,12.0,7.0,Extrovert
717,5.0,Yes,1.0,2.0,Yes,4.0,1.0,Introvert
718,6.0,Yes,0.0,0.0,Yes,2.0,1.0,Introvert
719,0.0,No,7.0,4.0,No,,3.0,Extrovert
720,3.0,No,6.0,5.0,No,15.0,4.0,Extrovert
721,3.0,,4.0,6.0,No,10.0,6.0,Extrovert
722,10.0,Yes,,0.0,Yes,4.0,2.0,Introvert
723,3.0,No,5.0,3.0,No,10.0,8.0,Extrovert
724,0.0,No,6.0,7.0,No,6.0,8.0,Extrovert
725,3.0,No,7.0,,No,14.0,4.0,Extrovert
726,3.0,No,5.0,4.0,No,9.0,9.0,Extrovert
727,6.0,Yes,3.0,2.0,Yes,3.0,2.0,Extrovert
728,3.0,,9.0,6.0,No,15.0,6.0,Extrovert
729,,No,9.0,6.0,No,15.0,10.0,Extrovert
730,9.0,,0.0,1.0,Yes,4.0,0.0,Introvert
731,2.0,No,9.0,3.0,No,8.0,3.0,Extrovert
732,1.0,No,,4.0,No,15.0,4.0,Extrovert
733,7.0,Yes,2.0,3.0,Yes,4.0,0.0,Introvert
734,2.0,No,8.0,3.0,No,11.0,3.0,Extrovert
735,,No,7.0,5.0,No,9.0,7.0,Extrovert
736,0.0,No,7.0,7.0,No,,4.0,Extrovert
737,7.0,Yes,0.0,,Yes,5.0,2.0,Extrovert
738,5.0,No,5.0,7.0,No,8.0,7.0,Introvert
739,4.0,No,9.0,6.0,No,13.0,7.0,Extrovert
740,0.0,No,,6.0,No,12.0,3.0,Extrovert
741,2.0,No,10.0,4.0,No,6.0,4.0,Extrovert
742,2.0,No,6.0,4.0,No,5.0,7.0,Extrovert
743,2.0,No,8.0,4.0,No,10.0,8.0,Extrovert
744,,No,,4.0,No,6.0,7.0,Extrovert
745,0.0,No,7.0,3.0,No,5.0,7.0,Extrovert
746,8.0,Yes,1.0,1.0,Yes,4.0,5.0,Introvert
747,4.0,Yes,1.0,0.0,Yes,1.0,3.0,Introvert
748,2.0,No,8.0,,No,15.0,7.0,Extrovert
749,5.0,Yes,4.0,0.0,Yes,1.0,0.0,Introvert
750,1.0,No,7.0,5.0,No,6.0,7.0,Extrovert
751,0.0,No,7.0,3.0,No,14.0,3.0,Extrovert
752,1.0,No,,5.0,No,10.0,6.0,Extrovert
753,4.0,No,8.0,4.0,No,5.0,6.0,Extrovert
754,3.0,,4.0,3.0,No,9.0,6.0,Extrovert
755,3.0,No,7.0,5.0,No,15.0,,Extrovert
756,0.0,,7.0,4.0,No,6.0,8.0,Extrovert
757,0.0,No,5.0,,No,12.0,3.0,Extrovert
758,,No,5.0,4.0,No,15.0,5.0,Extrovert
759,1.0,No,9.0,7.0,No,13.0,7.0,Extrovert
760,2.0,No,,3.0,No,15.0,10.0,Extrovert
761,2.0,No,7.0,5.0,No,9.0,6.0,Extrovert
762,10.0,Yes,2.0,2.0,Yes,,0.0,Introvert
763,0.0,No,5.0,,No,8.0,7.0,Extrovert
764,1.0,No,8.0,5.0,No,15.0,3.0,Extrovert
765,4.0,Yes,,,Yes,5.0,0.0,Introvert
766,0.0,,4.0,5.0,No,7.0,7.0,Extrovert
767,1.0,,7.0,4.0,No,6.0,6.0,Extrovert
768,1.0,,9.0,5.0,No,14.0,10.0,Extrovert
769,1.0,No,4.0,5.0,No,9.0,4.0,Extrovert
770,3.0,No,7.0,4.0,No,14.0,9.0,Extrovert
771,4.0,No,6.0,6.0,No,8.0,10.0,Extrovert
772,3.0,No,4.0,6.0,No,5.0,6.0,Extrovert
773,1.0,No,6.0,3.0,No,4.0,8.0,Extrovert
774,2.0,No,8.0,5.0,No,8.0,4.0,Extrovert
775,9.0,Yes,,2.0,Yes,0.0,0.0,Introvert
776,0.0,No,5.0,3.0,No,8.0,7.0,Extrovert
777,3.0,No,4.0,3.0,No,6.0,4.0,Extrovert
778,0.0,No,5.0,6.0,No,5.0,8.0,Extrovert
779,2.0,No,9.0,,No,14.0,4.0,Extrovert
780,0.0,No,8.0,3.0,No,9.0,,Extrovert
781,8.0,Yes,0.0,2.0,,4.0,0.0,Introvert
782,0.0,No,8.0,5.0,No,14.0,9.0,Extrovert
783,3.0,No,8.0,3.0,No,10.0,7.0,Extrovert
784,10.0,Yes,3.0,2.0,Yes,3.0,0.0,Introvert
785,2.0,No,9.0,5.0,No,9.0,3.0,Extrovert
786,2.0,,8.0,6.0,No,14.0,6.0,Extrovert
787,9.0,Yes,1.0,1.0,,1.0,1.0,Introvert
788,3.0,No,4.0,3.0,No,,10.0,Extrovert
789,2.0,No,6.0,3.0,No,12.0,3.0,Extrovert
790,0.0,No,9.0,5.0,No,15.0,5.0,Extrovert
791,2.0,,7.0,3.0,No,5.0,4.0,Extrovert
792,0.0,No,5.0,,No,11.0,6.0,Extrovert
793,5.0,Yes,1.0,0.0,Yes,7.0,2.0,Introvert
794,6.0,Yes,3.0,0.0,Yes,0.0,,Introvert
795,4.0,No,10.0,7.0,No,11.0,6.0,Extrovert
796,7.0,,2.0,0.0,Yes,1.0,1.0,Introvert
797,2.0,No,4.0,3.0,No,,9.0,Extrovert
798,1.0,No,,4.0,No,14.0,7.0,Extrovert
799,3.0,No,6.0,3.0,No,14.0,3.0,Extrovert
800,10.0,,0.0,2.0,Yes,1.0,1.0,Introvert
801,0.0,No,7.0,7.0,No,13.0,8.0,Extrovert
802,5.0,Yes,3.0,,Yes,3.0,0.0,Introvert
803,2.0,No,3.0,4.0,No,8.0,6.0,Extrovert
804,2.0,No,6.0,6.0,No,12.0,7.0,Extrovert
805,3.0,No,7.0,5.0,No,13.0,4.0,Extrovert
806,3.0,No,4.0,7.0,No,6.0,5.0,Extrovert
807,3.0,No,6.0,4.0,No,15.0,4.0,Extrovert
808,2.0,No,4.0,7.0,No,9.0,,Extrovert
809,11.0,Yes,2.0,0.0,Yes,1.0,3.0,Introvert
810,,No,9.0,5.0,No,5.0,9.0,Extrovert
811,1.0,No,7.0,4.0,No,15.0,8.0,Extrovert
812,7.0,Yes,2.0,,Yes,4.0,1.0,Introvert
813,6.0,Yes,3.0,0.0,Yes,,0.0,Introvert
814,,No,9.0,5.0,No,14.0,4.0,Extrovert
815,3.0,No,9.0,5.0,No,5.0,6.0,Extrovert
816,9.0,Yes,,,Yes,1.0,2.0,Introvert
817,3.0,No,5.0,5.0,No,12.0,3.0,Extrovert
818,8.0,Yes,2.0,3.0,Yes,2.0,2.0,Introvert
819,5.0,Yes,1.0,1.0,Yes,0.0,3.0,Introvert
820,1.0,No,6.0,5.0,No,8.0,5.0,Extrovert
821,4.0,Yes,3.0,3.0,Yes,0.0,0.0,Introvert
822,3.0,No,4.0,4.0,No,10.0,6.0,Extrovert
823,10.0,Yes,3.0,0.0,,1.0,1.0,Introvert
824,6.0,No,7.0,5.0,No,7.0,7.0,Extrovert
825,1.0,,9.0,6.0,No,6.0,5.0,Extrovert
826,8.0,Yes,0.0,,Yes,5.0,3.0,Introvert
827,5.0,Yes,2.0,0.0,,3.0,1.0,Introvert
828,3.0,No,9.0,6.0,No,,3.0,Extrovert
829,0.0,No,4.0,5.0,No,12.0,9.0,Extrovert
830,7.0,Yes,1.0,3.0,Yes,4.0,3.0,Introvert
831,7.0,Yes,,1.0,Yes,2.0,0.0,Introvert
832,2.0,,8.0,5.0,No,14.0,6.0,Extrovert
833,3.0,No,10.0,6.0,No,13.0,5.0,Extrovert
834,2.0,No,4.0,3.0,No,12.0,6.0,Extrovert
835,3.0,No,5.0,,No,11.0,5.0,Extrovert
836,,No,6.0,6.0,No,11.0,3.0,Extrovert
837,1.0,No,5.0,7.0,No,14.0,7.0,Extrovert
838,6.0,Yes,0.0,0.0,Yes,5.0,3.0,Introvert
839,2.0,No,9.0,7.0,No,10.0,5.0,Extrovert
840,2.0,No,8.0,3.0,No,8.0,8.0,Extrovert
841,6.0,Yes,,0.0,Yes,4.0,2.0,Introvert
842,2.0,,7.0,5.0,No,12.0,8.0,Extrovert
843,2.0,,5.0,6.0,No,6.0,6.0,Extrovert
844,,No,7.0,3.0,No,14.0,4.0,Extrovert
845,4.0,No,5.0,6.0,No,7.0,6.0,Extrovert
846,7.0,Yes,1.0,3.0,Yes,4.0,0.0,Introvert
847,8.0,Yes,0.0,0.0,Yes,,1.0,Introvert
848,2.0,No,6.0,5.0,,14.0,9.0,Extrovert
849,11.0,,0.0,1.0,Yes,3.0,2.0,Introvert
850,2.0,No,4.0,7.0,No,9.0,6.0,Extrovert
851,0.0,No,5.0,7.0,No,14.0,4.0,Extrovert
852,4.0,Yes,1.0,2.0,Yes,3.0,1.0,Introvert
853,1.0,No,5.0,3.0,No,7.0,3.0,Extrovert
854,1.0,No,6.0,4.0,No,4.0,4.0,Extrovert
855,5.0,No,7.0,5.0,No,9.0,3.0,Extrovert
856,9.0,Yes,2.0,3.0,Yes,5.0,1.0,Introvert
857,8.0,Yes,2.0,0.0,Yes,2.0,1.0,Introvert
858,10.0,Yes,1.0,1.0,Yes,3.0,1.0,Introvert
859,8.0,Yes,1.0,1.0,,1.0,2.0,Introvert
860,3.0,No,4.0,,No,9.0,9.0,Extrovert
861,5.0,Yes,0.0,1.0,Yes,2.0,,Introvert
862,0.0,No,9.0,3.0,No,7.0,3.0,Extrovert
863,6.0,No,6.0,6.0,No,11.0,3.0,Extrovert
864,2.0,No,9.0,6.0,No,15.0,5.0,Extrovert
865,1.0,No,5.0,3.0,No,7.0,5.0,Extrovert
866,2.0,No,8.0,3.0,No,12.0,8.0,Extrovert
867,3.0,No,4.0,7.0,No,6.0,10.0,Extrovert
868,0.0,Yes,5.0,3.0,Yes,5.0,3.0,Introvert
869,10.0,Yes,2.0,0.0,Yes,,2.0,Extrovert
870,1.0,No,,7.0,No,7.0,7.0,Extrovert
871,3.0,No,4.0,4.0,No,5.0,7.0,Extrovert
872,3.0,No,4.0,4.0,No,9.0,5.0,Extrovert
873,2.0,No,3.0,4.0,No,13.0,8.0,Extrovert
874,2.0,No,5.0,5.0,No,9.0,4.0,Extrovert
875,,No,4.0,7.0,No,15.0,3.0,Extrovert
876,4.0,No,9.0,3.0,No,10.0,8.0,Extrovert
877,1.0,No,4.0,6.0,No,13.0,4.0,Introvert
878,3.0,No,8.0,6.0,No,4.0,5.0,Extrovert
879,0.0,No,,4.0,No,13.0,3.0,Extrovert
880,5.0,No,0.0,2.0,No,3.0,1.0,Extrovert
881,1.0,No,9.0,4.0,No,11.0,10.0,Extrovert
882,0.0,No,7.0,7.0,No,8.0,5.0,Extrovert
